# age, mass, xsound, sleep, brand
6.25,3.86,0.84,12.70,0.00
4.63,2.66,0.36,10.47,0.00
5.07,2.95,0.43,11.06,0.00
5.00,3.14,0.82,11.05,0.00
4.74,3.04,0.90,10.71,1.00
6.28,3.76,0.63,12.71,1.00
5.77,3.52,0.73,12.04,1.00
3.61,2.21,0.59,9.15,0.00
6.33,3.78,0.61,12.78,1.00
4.24,2.59,0.61,10.00,0.00
4.35,2.63,0.58,10.14,0.00
4.91,3.12,0.86,10.93,0.00
4.33,2.74,0.78,10.15,0.00
4.00,2.35,0.44,9.65,0.00
3.02,2.02,0.82,8.42,0.00
5.40,3.16,0.47,11.52,1.00
4.40,2.62,0.52,10.19,0.00
4.40,2.66,0.59,10.20,0.00
4.29,2.53,0.47,10.04,0.00
4.65,2.77,0.52,10.53,0.00
5.47,3.38,0.76,11.66,1.00
5.06,3.07,0.63,11.09,0.00
3.84,2.39,0.67,9.47,0.00
3.17,1.93,0.54,8.56,0.00
3.21,1.96,0.54,8.61,0.00
3.45,2.06,0.49,8.93,0.00
3.07,1.84,0.49,8.41,0.00
5.50,3.21,0.46,11.64,1.00
3.89,2.35,0.55,9.52,0.00
5.62,3.45,0.75,11.85,1.00
4.87,2.80,0.37,10.79,0.00
5.08,2.90,0.34,11.06,0.00
5.13,3.01,0.48,11.16,1.00
4.49,2.75,0.65,10.33,0.00
3.99,2.50,0.70,9.68,0.00
2.68,1.71,0.64,7.92,0.00
4.00,2.55,0.78,9.71,0.00
3.74,2.34,0.69,9.34,0.00
3.99,2.39,0.52,9.65,0.00
5.43,3.36,0.77,11.61,1.00
4.01,2.44,0.59,9.69,0.00
5.83,3.64,0.87,12.15,0.00
5.28,3.20,0.65,11.38,0.00
5.46,3.19,0.46,11.59,1.00
4.39,2.75,0.74,10.22,0.00
5.09,3.00,0.50,11.10,1.00
4.00,2.41,0.54,9.67,0.00
4.94,2.76,0.23,10.86,0.00
3.41,2.25,0.85,8.93,0.00
4.62,2.90,0.78,10.53,0.00
4.76,3.05,0.90,10.74,0.00
4.38,2.54,0.41,10.14,0.00
6.28,3.90,0.88,12.75,0.00
4.49,2.79,0.72,10.35,0.00
5.18,2.98,0.37,11.21,0.00
5.29,2.97,0.25,11.33,0.00
5.54,3.41,0.75,11.75,1.00
4.40,2.54,0.39,10.16,0.00
4.21,2.50,0.49,9.93,0.00
3.10,1.86,0.48,8.46,0.00
4.63,2.81,0.61,10.52,0.00
6.56,3.88,0.57,13.07,1.00
4.22,2.38,0.29,9.91,0.00
3.44,2.15,0.63,8.94,0.00
3.90,2.35,0.53,9.53,0.00
4.30,2.66,0.68,10.09,0.00
4.45,2.74,0.67,10.29,0.00
3.66,2.35,0.77,9.25,0.00
5.72,3.33,0.45,11.94,1.00
5.16,3.23,0.82,11.25,1.00
3.93,2.36,0.53,9.57,0.00
3.94,2.46,0.68,9.61,0.00
4.48,2.63,0.45,10.29,0.00
4.87,3.08,0.84,10.87,1.00
3.88,2.42,0.69,9.53,0.00
3.18,2.05,0.73,8.60,0.00
5.24,3.29,0.84,11.36,1.00
5.97,3.46,0.43,12.27,1.00
3.28,2.02,0.58,8.72,0.00
5.97,3.61,0.67,12.31,1.00
4.77,2.86,0.58,10.69,0.00
4.73,2.94,0.75,10.67,0.00
5.77,3.35,0.44,11.99,1.00
4.68,2.75,0.46,10.56,0.00
4.22,2.64,0.72,9.99,0.00
5.30,3.31,0.82,11.44,0.00
5.74,3.50,0.72,12.01,1.00
3.99,2.48,0.67,9.67,0.00
6.01,3.48,0.42,12.32,1.00
4.60,2.96,0.90,10.52,0.00
5.98,3.47,0.43,12.28,1.00
4.72,2.98,0.82,10.67,0.00
3.89,2.30,0.46,9.50,0.00
6.64,3.82,0.38,13.15,1.00
3.98,2.32,0.42,9.61,0.00
3.92,2.48,0.73,9.59,0.00
4.86,2.87,0.50,10.80,1.00
5.08,2.94,0.39,11.08,0.00
4.77,3.00,0.80,10.73,0.00
3.22,1.92,0.46,8.61,0.00
3.97,2.47,0.67,9.65,0.00
4.00,2.48,0.66,9.69,0.00
4.73,2.70,0.33,10.60,0.00
4.88,2.85,0.44,10.82,0.00
6.15,3.71,0.68,12.54,1.00
4.50,2.70,0.55,10.33,0.00
4.83,2.82,0.45,10.75,0.00
5.19,3.10,0.57,11.25,0.00
4.09,2.39,0.42,9.76,0.00
4.08,2.60,0.79,9.81,0.00
3.36,2.20,0.81,8.86,0.00
5.86,3.57,0.72,12.17,1.00
3.92,2.46,0.70,9.58,0.00
4.09,2.33,0.33,9.75,0.00
4.87,2.73,0.26,10.77,0.00
2.98,2.08,0.97,8.38,0.00
5.03,3.09,0.70,11.06,0.00
5.41,3.05,0.27,11.49,0.00
3.38,2.16,0.73,8.87,0.00
4.72,2.95,0.76,10.67,0.00
6.15,3.55,0.41,12.50,1.00
4.10,2.51,0.62,9.81,0.00
2.14,1.44,0.69,7.22,0.00
6.36,3.96,0.88,12.86,0.00
3.15,1.91,0.51,8.53,0.00
3.56,2.09,0.43,9.07,0.00
5.67,3.47,0.73,11.92,1.00
3.50,2.32,0.87,9.06,0.00
3.95,2.27,0.37,9.57,0.00
4.17,2.56,0.63,9.91,0.00
5.85,3.56,0.71,12.15,1.00
3.58,2.24,0.67,9.13,0.00
3.73,2.31,0.65,9.32,0.00
3.42,2.13,0.63,8.91,0.00
4.68,3.09,1.03,10.66,0.00
3.61,2.10,0.39,9.12,0.00
4.08,2.43,0.50,9.76,0.00
4.79,2.84,0.52,10.71,1.00
5.42,3.02,0.21,11.50,0.00
5.83,3.38,0.43,12.08,1.00
3.93,2.33,0.48,9.56,0.00
5.25,3.22,0.72,11.36,0.00
3.62,2.21,0.57,9.16,0.00
4.77,2.74,0.37,10.66,0.00
4.45,2.65,0.51,10.26,0.00
5.56,3.10,0.22,11.69,0.00
4.94,2.91,0.50,10.90,1.00
5.57,3.21,0.39,11.73,0.00
3.29,1.95,0.45,8.71,0.00
4.40,2.55,0.41,10.17,0.00
4.75,2.66,0.25,10.61,0.00
3.91,2.25,0.36,9.52,0.00
3.35,2.13,0.69,8.83,0.00
6.23,3.59,0.40,12.60,1.00
5.67,3.31,0.46,11.87,1.00
6.32,3.65,0.40,12.73,1.00
6.45,3.71,0.39,12.90,1.00
5.79,3.37,0.45,12.02,1.00
4.29,2.62,0.63,10.06,0.00
5.53,3.23,0.45,11.69,1.00
7.01,4.10,0.51,13.65,1.00
5.68,3.46,0.70,11.93,1.00
3.41,2.21,0.78,8.92,0.00
5.33,3.12,0.47,11.42,1.00
3.66,2.32,0.72,9.24,0.00
4.13,2.71,0.92,9.90,0.00
6.09,3.67,0.67,12.46,1.00
4.49,2.80,0.73,10.34,0.00
4.55,2.69,0.49,10.39,0.00
3.70,2.26,0.59,9.27,0.00
4.84,2.95,0.65,10.80,0.00
5.90,3.59,0.72,12.22,1.00
3.75,2.27,0.55,9.33,0.00
5.14,3.12,0.65,11.20,0.00
4.04,2.47,0.61,9.73,0.00
3.16,2.01,0.67,8.57,0.00
3.62,2.32,0.76,9.19,0.00
4.40,2.83,0.87,10.25,0.00
5.97,3.61,0.68,12.30,1.00
6.68,3.83,0.38,13.19,1.00
4.57,2.53,0.21,10.36,0.00
4.65,3.01,0.94,10.59,0.00
5.89,3.41,0.43,12.15,1.00
6.02,3.73,0.84,12.40,0.00
4.13,2.50,0.57,9.84,0.00
5.23,3.07,0.48,11.28,1.00
3.47,2.19,0.69,8.98,0.00
4.12,2.63,0.79,9.87,0.00
4.24,2.36,0.22,9.93,0.00
5.28,3.29,0.80,11.41,1.00
5.92,3.60,0.71,12.24,1.00
1.21,0.91,0.70,5.98,0.00
3.92,2.42,0.64,9.58,0.00
5.53,3.23,0.46,11.69,1.00
5.78,3.36,0.44,12.01,1.00
3.73,2.27,0.57,9.31,0.00
3.26,1.98,0.53,8.68,0.00
3.12,2.07,0.81,8.54,0.00
4.19,2.79,1.00,10.00,0.00
5.80,3.37,0.43,12.04,1.00
1.86,1.24,0.63,6.84,0.00
6.06,3.52,0.44,12.39,0.00
4.96,2.96,0.54,10.94,0.00
5.56,3.36,0.65,11.75,0.00
4.51,2.63,0.43,10.31,0.00
4.69,2.76,0.48,10.57,0.00
4.33,2.66,0.65,10.12,0.00
4.92,2.90,0.50,10.87,0.00
3.20,2.14,0.87,8.65,0.00
4.65,2.76,0.51,10.53,1.00
3.77,2.41,0.77,9.40,0.00
3.68,2.22,0.53,9.24,0.00
4.39,2.68,0.64,10.19,0.00
5.77,3.52,0.72,12.05,1.00
4.71,2.90,0.70,10.63,0.00
5.58,3.51,0.88,11.83,0.00
4.92,2.75,0.25,10.83,0.00
4.49,2.92,0.95,10.38,1.00
5.85,3.56,0.71,12.15,1.00
4.77,2.76,0.41,10.66,0.00
4.34,2.53,0.42,10.10,0.00
4.83,2.72,0.28,10.72,0.00
4.92,2.86,0.42,10.87,0.00
6.09,3.66,0.65,12.46,1.00
5.84,3.39,0.43,12.09,1.00
6.36,3.80,0.63,12.82,1.00
4.68,2.80,0.55,10.56,0.00
5.39,3.35,0.79,11.56,1.00
5.21,2.92,0.24,11.22,0.00
5.90,3.53,0.60,12.20,0.00
4.08,2.48,0.60,9.78,0.00
4.25,2.65,0.71,10.03,0.00
3.60,2.34,0.82,9.18,0.00
4.07,2.52,0.66,9.78,0.00
5.33,3.13,0.48,11.42,1.00
5.08,3.11,0.68,11.13,0.00
3.00,1.81,0.49,8.32,0.00
6.66,3.82,0.38,13.16,1.00
5.12,3.23,0.85,11.21,1.00
4.10,2.49,0.58,9.80,0.00
3.47,2.22,0.74,8.99,0.00
4.71,2.84,0.60,10.62,0.00
3.11,1.97,0.65,8.50,0.00
4.14,2.59,0.71,9.88,0.00
3.77,2.43,0.80,9.40,0.00
4.53,2.84,0.77,10.40,0.00
4.78,3.08,0.93,10.77,0.00
5.56,3.24,0.45,11.72,1.00
4.21,2.42,0.36,9.92,0.00
4.98,2.93,0.48,10.95,0.00
6.09,3.67,0.66,12.46,1.00
6.21,3.58,0.40,12.57,1.00
5.75,3.51,0.72,12.02,1.00
5.46,3.11,0.32,11.56,0.00
4.93,2.93,0.53,10.90,0.00
4.82,2.92,0.61,10.77,0.00
3.31,2.10,0.69,8.77,0.00
3.61,2.18,0.54,9.15,0.00
6.21,3.73,0.64,12.62,1.00
5.65,3.47,0.75,11.89,1.00
6.82,4.01,0.55,13.41,1.00
3.49,2.30,0.84,9.04,0.00
4.92,2.90,0.50,10.88,1.00
4.27,2.40,0.27,9.98,0.00
4.87,3.01,0.72,10.85,0.00
6.04,3.70,0.77,12.42,0.00
3.73,2.44,0.86,9.37,0.00
4.88,2.88,0.50,10.82,1.00
5.42,3.17,0.47,11.54,1.00
4.83,2.81,0.42,10.74,0.00
5.36,3.15,0.50,11.46,0.00
4.74,2.87,0.62,10.66,0.00
3.50,2.10,0.50,8.99,0.00
4.27,2.39,0.26,9.97,0.00
5.68,3.31,0.45,11.88,1.00
3.91,2.57,0.90,9.61,0.00
3.66,2.15,0.43,9.19,0.00
5.03,3.18,0.86,11.08,1.00
4.33,2.76,0.81,10.15,0.00
3.53,2.08,0.45,9.02,0.00
5.54,3.41,0.75,11.75,1.00
3.54,2.09,0.45,9.04,0.00
5.55,3.50,0.89,11.78,0.00
4.80,2.94,0.67,10.75,0.00
5.71,3.43,0.62,11.95,0.00
3.69,2.15,0.40,9.23,0.00
4.93,2.97,0.60,10.91,0.00
5.84,3.34,0.36,12.07,0.00
4.26,2.77,0.91,10.07,0.00
3.43,2.19,0.72,8.94,0.00
6.95,4.08,0.53,13.59,1.00
3.36,2.24,0.88,8.87,0.00
4.31,2.54,0.47,10.07,0.00
3.90,2.23,0.33,9.49,0.00
5.42,2.98,0.14,11.48,0.00
4.42,2.72,0.68,10.24,0.00
5.05,2.98,0.49,11.05,1.00
4.03,2.31,0.34,9.67,0.00
4.36,2.71,0.71,10.17,0.00
5.14,3.21,0.79,11.22,1.00
2.85,1.82,0.64,8.16,0.00
5.15,2.95,0.35,11.16,0.00
5.27,3.09,0.47,11.35,1.00
4.46,2.71,0.62,10.29,0.00
6.28,3.62,0.40,12.67,1.00
6.13,3.67,0.63,12.51,1.00
4.20,2.44,0.41,9.91,0.00
4.81,2.71,0.27,10.69,0.00
5.44,3.37,0.79,11.62,1.00
3.87,2.42,0.69,9.51,0.00
6.39,3.68,0.40,12.82,1.00
2.46,1.54,0.55,7.61,0.00
3.97,2.48,0.69,9.66,0.00
6.06,3.51,0.42,12.39,1.00
3.93,2.44,0.67,9.59,0.00
4.40,2.83,0.87,10.25,0.00
5.47,3.19,0.46,11.60,1.00
4.24,2.62,0.68,10.00,0.00
5.67,3.30,0.45,11.87,1.00
4.04,2.48,0.62,9.73,0.00
5.14,2.99,0.44,11.16,0.00
4.66,2.94,0.80,10.59,0.00
4.77,2.83,0.51,10.68,1.00
4.93,2.86,0.42,10.88,0.00
5.71,3.32,0.44,11.92,1.00
4.15,2.34,0.28,9.82,0.00
4.60,2.95,0.88,10.52,0.00
5.49,3.44,0.86,11.70,0.00
4.11,2.27,0.21,9.75,0.00
4.68,2.97,0.83,10.62,0.00
4.88,2.81,0.37,10.80,0.00
5.37,3.38,0.86,11.54,0.00
4.47,2.62,0.45,10.28,0.00
2.95,1.94,0.75,8.31,0.00
4.52,2.90,0.88,10.41,0.00
3.45,2.05,0.46,8.92,0.00
2.93,1.93,0.78,8.28,0.00
4.47,2.68,0.56,10.29,0.00
4.79,2.90,0.61,10.73,0.00
4.45,2.61,0.46,10.24,0.00
4.93,2.91,0.50,10.89,1.00
4.66,2.95,0.82,10.59,0.00
5.63,3.28,0.45,11.82,1.00
4.74,2.74,0.40,10.62,0.00
5.63,3.51,0.83,11.88,0.00
3.96,2.38,0.53,9.61,0.00
5.23,3.07,0.48,11.29,1.00
4.45,2.77,0.72,10.29,0.00
4.46,2.78,0.73,10.31,0.00
2.90,1.94,0.81,8.25,0.00
4.06,2.44,0.54,9.75,0.00
5.82,3.54,0.71,12.11,1.00
4.47,2.55,0.34,10.25,0.00
5.71,3.51,0.76,11.97,1.00
4.49,2.76,0.66,10.34,0.00
4.93,3.12,0.86,10.96,1.00
5.28,3.24,0.71,11.40,0.00
2.81,1.84,0.72,8.11,0.00
5.22,3.35,0.96,11.36,0.00
5.14,2.87,0.24,11.12,0.00
3.38,2.04,0.53,8.84,0.00
5.03,2.81,0.23,10.98,0.00
4.91,2.81,0.35,10.84,0.00
3.59,2.07,0.37,9.09,0.00
4.21,2.49,0.49,9.93,0.00
4.13,2.25,0.15,9.77,0.00
3.54,2.19,0.62,9.06,0.00
3.81,2.30,0.54,9.41,0.00
4.59,2.91,0.82,10.49,0.00
5.18,3.35,0.99,11.31,0.00
4.90,2.74,0.25,10.80,0.00
5.25,3.20,0.68,11.35,0.00
5.34,3.13,0.47,11.43,1.00
3.56,2.15,0.53,9.08,0.00
4.69,2.92,0.73,10.62,0.00
6.05,3.50,0.42,12.36,1.00
4.00,2.49,0.68,9.69,0.00
5.08,2.99,0.49,11.09,1.00
4.38,2.52,0.38,10.14,0.00
5.80,3.54,0.73,12.09,1.00
5.04,3.18,0.85,11.10,1.00
5.41,3.35,0.78,11.58,1.00
6.42,3.81,0.59,12.89,1.00
5.96,3.46,0.43,12.25,1.00
5.69,3.47,0.71,11.95,1.00
4.67,2.74,0.46,10.55,0.00
3.51,2.29,0.81,9.06,0.00
6.16,3.69,0.63,12.55,1.00
3.74,2.33,0.66,9.34,0.00
4.03,2.52,0.71,9.73,0.00
6.01,3.48,0.42,12.32,1.00
4.20,2.63,0.73,9.96,0.00
5.70,3.32,0.44,11.91,1.00
4.28,2.52,0.46,10.02,0.00
5.71,3.20,0.24,11.88,0.00
4.71,2.76,0.45,10.59,0.00
3.35,2.21,0.83,8.86,0.00
6.17,3.56,0.41,12.52,1.00
5.51,3.06,0.19,11.61,0.00
4.52,2.70,0.54,10.36,0.00
4.32,2.73,0.78,10.14,0.00
4.26,2.64,0.69,10.03,0.00
5.55,3.23,0.45,11.71,1.00
5.20,3.05,0.47,11.25,1.00
5.83,3.39,0.44,12.08,1.00
4.76,2.75,0.39,10.65,0.00
4.31,2.53,0.45,10.06,0.00
5.34,3.33,0.81,11.50,1.00
5.97,3.46,0.43,12.26,1.00
2.24,1.46,0.64,7.34,0.00
5.43,2.98,0.13,11.50,0.00
6.71,3.95,0.54,13.27,1.00
6.47,3.72,0.39,12.91,1.00
5.65,3.29,0.45,11.83,1.00
6.26,3.76,0.65,12.69,1.00
3.67,2.24,0.57,9.23,0.00
5.45,3.37,0.77,11.63,1.00
4.81,3.05,0.85,10.79,0.00
5.55,3.24,0.46,11.71,1.00
4.13,2.62,0.77,9.88,0.00
5.06,3.16,0.79,11.11,0.00
5.08,3.20,0.84,11.16,1.00
4.09,2.47,0.57,9.78,0.00
3.29,2.12,0.74,8.76,0.00
4.65,2.96,0.85,10.59,0.00
6.03,3.49,0.42,12.34,1.00
6.61,3.91,0.57,13.14,1.00
4.73,2.96,0.77,10.68,0.00
6.02,3.63,0.67,12.37,1.00
3.97,2.41,0.58,9.62,0.00
3.81,2.33,0.58,9.42,0.00
4.72,2.80,0.51,10.62,0.00
5.36,3.00,0.24,11.41,0.00
3.49,2.20,0.68,9.01,0.00
5.92,3.43,0.42,12.20,1.00
4.67,2.90,0.73,10.59,0.00
6.01,3.48,0.43,12.31,1.00
4.34,2.73,0.76,10.16,0.00
5.62,3.44,0.72,11.85,1.00
3.85,2.29,0.50,9.45,0.00
3.82,2.47,0.83,9.47,0.00
4.74,2.78,0.46,10.64,0.00
5.80,3.19,0.13,11.99,0.00
6.08,3.67,0.68,12.45,1.00
3.51,2.17,0.61,9.02,0.00
3.45,2.17,0.67,8.95,0.00
4.34,2.68,0.67,10.13,0.00
4.46,2.65,0.50,10.27,0.00
5.43,3.15,0.42,11.55,0.00
4.56,2.86,0.77,10.44,0.00
4.38,2.50,0.33,10.14,0.00
4.13,2.40,0.41,9.81,0.00
5.86,3.40,0.43,12.12,1.00
3.65,2.33,0.74,9.24,0.00
6.97,3.99,0.35,13.58,1.00
3.53,2.29,0.78,9.09,0.00
5.70,3.32,0.44,11.91,1.00
3.62,2.24,0.63,9.17,0.00
3.59,2.04,0.32,9.07,0.00
4.10,2.57,0.72,9.82,0.00
3.83,2.25,0.44,9.42,0.00
4.44,2.76,0.72,10.28,0.00
6.28,3.62,0.40,12.68,1.00
5.46,3.39,0.80,11.65,1.00
5.22,3.06,0.48,11.28,1.00
3.67,2.30,0.67,9.25,0.00
3.42,2.13,0.63,8.91,0.00
4.90,2.95,0.60,10.86,0.00
3.56,2.11,0.46,9.06,0.00
4.44,2.75,0.69,10.28,0.00
4.42,2.87,0.92,10.29,1.00
4.55,2.71,0.52,10.39,0.00
4.35,2.82,0.89,10.19,0.00
5.40,3.35,0.78,11.57,1.00
4.35,2.63,0.59,10.14,0.00
3.57,2.19,0.59,9.10,0.00
5.86,3.55,0.68,12.16,1.00
3.55,2.11,0.47,9.05,0.00
6.05,3.63,0.64,12.40,1.00
3.60,2.18,0.54,9.13,0.00
6.59,3.90,0.58,13.11,1.00
4.71,2.96,0.79,10.66,0.00
6.53,3.76,0.39,13.00,1.00
5.72,3.32,0.44,11.93,1.00
3.28,2.11,0.74,8.74,0.00
4.19,2.47,0.47,9.90,0.00
4.84,2.77,0.35,10.74,0.00
5.02,2.96,0.49,11.01,1.00
4.18,2.49,0.52,9.89,0.00
2.69,1.84,0.84,7.98,0.00
4.87,3.18,1.02,10.90,0.00
3.16,2.12,0.86,8.60,0.00
4.30,2.62,0.60,10.08,0.00
3.58,2.15,0.52,9.10,0.00
6.18,3.71,0.64,12.58,1.00
4.62,2.73,0.49,10.47,0.00
5.30,3.38,0.94,11.45,0.00
4.31,2.51,0.41,10.06,0.00
7.12,4.16,0.51,13.80,1.00
3.46,2.07,0.49,8.93,0.00
4.06,2.61,0.83,9.80,0.00
4.94,2.86,0.41,10.89,0.00
3.76,2.40,0.76,9.38,0.00
4.81,2.93,0.64,10.76,0.00
6.26,3.75,0.64,12.69,1.00
4.53,2.84,0.77,10.40,0.00
3.88,2.44,0.72,9.53,0.00
4.78,3.01,0.81,10.75,0.00
4.02,2.56,0.78,9.73,0.00
3.91,2.45,0.71,9.57,0.00
4.15,2.73,0.94,9.94,0.00
4.16,2.42,0.41,9.85,0.00
3.95,2.41,0.59,9.60,0.00
3.69,2.33,0.71,9.28,0.00
3.49,2.09,0.50,8.98,0.00
6.40,3.68,0.40,12.82,1.00
5.14,3.02,0.49,11.17,1.00
5.39,3.15,0.47,11.50,1.00
5.11,3.00,0.48,11.12,1.00
5.12,2.91,0.32,11.11,0.00
3.74,2.34,0.68,9.34,0.00
4.04,2.29,0.32,9.67,0.00
5.65,3.47,0.75,11.89,1.00
5.41,3.34,0.77,11.58,1.00
4.21,2.48,0.47,9.93,0.00
3.54,2.28,0.76,9.09,0.00
3.63,2.23,0.60,9.18,0.00
3.61,2.35,0.83,9.19,0.00
4.34,2.75,0.80,10.16,0.00
3.57,2.23,0.66,9.11,0.00
5.24,3.12,0.55,11.31,0.00
5.68,3.45,0.69,11.92,0.00
6.13,3.54,0.42,12.47,1.00
3.33,2.06,0.60,8.79,0.00
4.29,2.48,0.39,10.02,0.00
3.99,2.36,0.47,9.64,0.00
4.92,2.75,0.24,10.83,0.00
4.27,2.63,0.67,10.04,0.00
4.49,2.63,0.44,10.30,0.00
3.57,2.27,0.72,9.12,0.00
4.59,2.95,0.88,10.51,0.00
4.69,2.75,0.47,10.57,0.00
5.71,3.32,0.44,11.93,1.00
3.73,2.37,0.74,9.34,0.00
3.66,2.25,0.61,9.22,0.00
3.64,2.21,0.56,9.19,0.00
4.75,2.86,0.58,10.67,0.00
5.21,3.30,0.88,11.34,0.00
5.24,3.24,0.76,11.35,0.00
5.53,3.40,0.75,11.73,1.00
4.67,2.72,0.42,10.53,0.00
4.39,2.74,0.72,10.21,0.00
4.24,2.54,0.55,9.98,0.00
5.27,3.26,0.76,11.39,0.00
4.53,2.67,0.48,10.35,0.00
4.58,2.83,0.71,10.46,0.00
3.65,2.25,0.62,9.21,0.00
3.98,2.46,0.66,9.66,0.00
4.73,2.74,0.41,10.61,0.00
5.18,3.24,0.82,11.29,1.00
3.37,2.21,0.81,8.88,0.00
3.79,2.33,0.61,9.39,0.00
6.13,3.54,0.41,12.48,1.00
4.41,2.79,0.80,10.26,0.00
3.67,2.23,0.56,9.22,0.00
4.86,2.77,0.33,10.78,0.00
5.65,3.45,0.72,11.89,1.00
3.98,2.32,0.42,9.62,0.00
6.01,3.48,0.43,12.31,1.00
4.94,3.12,0.85,10.97,0.00
5.82,3.54,0.71,12.11,1.00
3.13,2.04,0.75,8.55,0.00
3.65,2.27,0.65,9.21,0.00
4.47,2.76,0.69,10.32,0.00
4.38,2.61,0.52,10.17,0.00
5.84,3.57,0.73,12.14,1.00
6.46,3.84,0.60,12.94,1.00
3.73,2.23,0.50,9.30,0.00
3.90,2.44,0.69,9.56,0.00
3.31,1.92,0.38,8.72,0.00
4.92,2.90,0.50,10.88,1.00
3.58,2.10,0.43,9.09,0.00
5.40,3.30,0.71,11.55,0.00
5.89,3.63,0.78,12.22,0.00
4.16,2.74,0.95,9.95,0.00
5.35,3.41,0.94,11.53,0.00
5.23,3.23,0.74,11.33,0.00
6.03,3.49,0.42,12.34,1.00
4.85,2.80,0.38,10.77,0.00
4.84,2.89,0.56,10.78,0.00
4.19,2.36,0.27,9.87,0.00
5.39,3.33,0.77,11.56,0.00
3.83,2.33,0.58,9.45,0.00
4.49,2.72,0.60,10.33,0.00
5.41,3.34,0.77,11.58,1.00
4.45,2.75,0.70,10.29,0.00
5.03,3.12,0.76,11.07,0.00
5.43,3.28,0.65,11.58,0.00
5.87,3.56,0.69,12.17,1.00
4.39,2.71,0.68,10.20,0.00
3.81,2.39,0.70,9.44,0.00
4.42,2.62,0.49,10.21,0.00
4.45,2.66,0.53,10.26,1.00
3.33,2.16,0.76,8.81,0.00
5.86,3.56,0.70,12.16,1.00
3.90,2.50,0.79,9.58,0.00
2.81,1.70,0.50,8.07,0.00
4.92,3.04,0.73,10.92,0.00
5.29,3.28,0.78,11.41,1.00
5.56,3.52,0.92,11.80,0.00
3.07,1.92,0.60,8.44,0.00
4.43,2.78,0.76,10.27,0.00
6.84,4.01,0.52,13.44,1.00
5.64,3.27,0.43,11.82,0.00
5.74,3.51,0.74,12.01,1.00
4.74,2.77,0.44,10.62,0.00
4.21,2.70,0.84,9.99,0.00
4.95,3.13,0.85,10.98,1.00
3.94,2.39,0.57,9.59,0.00
4.10,2.38,0.40,9.78,0.00
4.66,2.76,0.51,10.53,0.00
4.56,2.81,0.69,10.43,0.00
5.63,3.28,0.45,11.81,1.00
4.44,2.82,0.82,10.29,0.00
5.40,3.16,0.46,11.51,1.00
4.73,2.89,0.64,10.66,0.00
3.96,2.68,1.03,9.70,0.00
3.47,2.14,0.59,8.97,0.00
4.98,3.00,0.59,10.98,0.00
3.92,2.47,0.72,9.59,0.00
4.11,2.67,0.87,9.87,0.00
3.87,2.19,0.31,9.44,0.00
2.92,1.73,0.43,8.21,0.00
3.22,2.10,0.77,8.66,0.00
4.80,2.77,0.40,10.70,0.00
4.29,2.83,0.97,10.13,0.00
6.13,3.54,0.41,12.47,1.00
4.00,2.37,0.48,9.66,1.00
5.60,3.44,0.75,11.83,1.00
5.79,3.51,0.69,12.07,1.00
5.92,3.58,0.68,12.24,1.00
6.23,3.59,0.40,12.60,1.00
4.09,2.33,0.33,9.74,0.00
3.76,2.27,0.55,9.34,0.00
5.48,3.47,0.91,11.70,0.00
5.20,3.05,0.48,11.25,1.00
3.43,2.04,0.47,8.89,0.00
5.89,3.42,0.43,12.16,1.00
6.03,3.49,0.43,12.34,1.00
5.49,3.22,0.47,11.64,1.00
4.83,2.99,0.72,10.80,0.00
4.69,2.77,0.48,10.57,0.00
4.21,2.65,0.75,9.98,0.00
5.61,3.44,0.74,11.84,1.00
3.85,2.26,0.45,9.44,0.00
4.29,2.72,0.80,10.09,0.00
4.67,2.71,0.40,10.53,0.00
3.10,1.87,0.49,8.46,0.00
4.46,2.66,0.53,10.27,1.00
3.88,2.38,0.61,9.52,0.00
4.43,2.72,0.65,10.26,0.00
3.21,1.93,0.49,8.61,0.00
3.73,2.08,0.25,9.25,0.00
5.61,3.27,0.45,11.79,1.00
4.96,3.07,0.74,10.98,0.00
5.84,3.39,0.43,12.09,1.00
6.58,3.91,0.61,13.10,1.00
3.04,2.04,0.85,8.44,0.00
3.83,2.45,0.77,9.48,0.00
4.15,2.51,0.57,9.87,0.00
5.93,3.59,0.69,12.25,1.00
5.04,3.12,0.76,11.08,0.00
4.20,2.59,0.66,9.95,0.00
4.06,2.46,0.58,9.75,0.00
4.14,2.58,0.70,9.88,0.00
4.49,2.67,0.52,10.31,0.00
4.36,2.66,0.63,10.16,0.00
6.46,3.83,0.57,12.94,1.00
3.58,2.26,0.69,9.13,0.00
4.42,2.80,0.81,10.26,0.00
3.98,2.36,0.48,9.63,0.00
5.40,3.01,0.21,11.47,0.00
5.32,3.29,0.76,11.46,1.00
3.98,2.59,0.87,9.69,0.00
4.38,2.55,0.42,10.14,0.00
3.87,2.31,0.51,9.48,0.00
6.75,3.87,0.37,13.28,1.00
4.72,2.77,0.47,10.60,0.00
4.55,2.71,0.52,10.39,0.00
3.47,2.20,0.70,8.99,0.00
4.84,2.86,0.50,10.78,1.00
5.99,3.63,0.70,12.34,1.00
4.62,2.66,0.37,10.46,0.00
6.81,3.90,0.36,13.36,1.00
5.50,3.46,0.88,11.71,0.00
3.91,2.30,0.45,9.53,0.00
4.16,2.30,0.20,9.82,0.00
6.02,3.48,0.42,12.32,1.00
4.58,2.73,0.52,10.43,0.00
